Id,V162030,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113
2352,0,20,85,85,50,85,60,30,70,80,30,60,70,60,85,10,90,75,100,70
2353,0,31,61,16,85,70,16,41,16,61,1,31,17,16,31,1,16,16,85,60
2354,0,51,84,73,54,70,70,68,73,57,45,71,57,74,84,48,85,57,85,77
2355,0,50,60,60,15,85,70,85,60,50,60,70,50,100,85,60,85,50,85,70
2356,0,70,15,30,15,50,85,70,70,50,60,50,100,100,100,60,85,50,50,1
2357,0,0,50,60,40,60,30,40,40,50,40,60,60,60,50,0,60,50,60,60
2358,0,23,45,29,30,68,65,65,62,98,31,51,47,80,80,39,70,99,70,26
2359,0,30,60,70,85,50,50,30,40,60,50,50,50,50,50,50,50,60,85,30
2360,0,50,100,70,70,100,60,40,70,100,15,85,100,100,100,70,60,100,100,100
2361,0,60,50,50,70,60,85,60,70,50,60,60,50,70,60,30,85,50,70,60
2362,0,84,90,95,71,95,61,65,96,100,92,60,98,100,100,79,86,100,95,93
2363,0,1,40,40,30,60,40,15,30,50,1,40,50,50,50,1,15,50,60,70
2364,0,50,70,60,50,70,60,40,50,70,50,70,85,60,70,50,70,60,85,85
2365,0,84,60,51,99,70,50,60,50,71,50,50,39,99,61,50,84,50,85,31
2366,0,1,50,1,1,50,1,1,1,50,1,50,1,1,50,50,50,50,50,1
2367,0,86,4,3,98,64,66,69,63,8,71,62,16,82,69,60,100,2,65,1
2368,0,69,70,2,1,70,50,98,72,30,60,50,50,97,60,50,85,33,72,50
2369,0,50,50,1,16,85,60,90,35,75,20,70,1,100,80,75,85,50,85,1
2370,0,30,60,70,50,70,30,60,85,100,40,40,85,70,100,30,85,85,100,70
2371,0,61,17,41,42,84,41,30,62,3,86,71,2,100,85,70,85,15,69,51
2372,0,1,60,70,70,85,1,15,85,100,60,30,15,85,100,15,40,100,85,40
2373,0,40,85,70,50,100,40,85,85,100,70,85,100,70,100,50,85,100,100,85
2374,0,70,100,85,70,100,40,60,100,100,30,85,85,100,100,40,100,100,100,70
2375,0,50,50,30,40,50,85,85,50,50,50,50,50,50,50,50,70,50,70,50
2376,0,70,85,60,40,60,40,40,60,85,55,50,45,85,85,60,100,60,85,30
2377,0,0,60,60,0,50,25,0,40,100,0,60,60,86,50,0,70,70,85,100
2378,0,16,96,70,55,60,31,64,65,98,10,61,84,66,86,28,53,86,93,40
2379,0,40,53,86,100,66,53,51,54,54,31,51,55,97,72,41,99,51,54,53
2380,0,50,50,40,50,60,50,60,50,50,50,50,50,50,50,50,50,50,60,40
2381,0,50,50,60,50,60,60,60,60,85,40,60,60,85,70,40,70,50,85,50
2382,0,50,100,85,100,100,30,1,50,100,50,50,100,50,100,50,30,100,100,100
2383,0,1,70,85,70,70,5,1,10,70,2,40,70,71,70,6,70,100,85,70
2384,0,50,60,70,50,85,15,60,85,1,60,50,50,70,50,1,85,1,100,60
2385,0,1,85,100,100,100,1,60,1,100,1,40,100,15,100,1,40,100,100,100
2386,0,30,85,85,85,86,50,17,50,85,30,50,85,85,85,10,40,85,85,85
2387,0,50,50,50,40,85,40,50,40,30,40,50,60,100,60,50,85,59,50,85
2388,0,60,70,60,40,85,40,60,70,50,40,60,60,100,100,60,85,1,85,15
2389,0,1,95,95,50,70,45,5,45,90,1,45,65,50,90,1,60,85,95,85
2390,0,85,1,1,30,100,60,100,70,1,70,100,30,100,85,100,100,1,70,1
2391,0,50,50,85,50,100,85,85,100,100,100,85,50,50,50,70,100,100,100,85
2392,0,2,50,69,70,60,22,37,50,91,51,0,48,70,51,0,85,99,51,71
2393,0,40,70,60,70,100,30,60,85,100,50,60,100,85,100,70,100,100,85,70
2394,0,1,60,60,100,100,50,50,70,100,40,50,100,100,100,50,70,100,100,40
2395,0,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,40
2396,0,50,70,52,51,63,31,39,85,87,81,49,51,90,53,38,84,88,87,18
2397,0,100,1,1,1,85,85,100,50,1,50,70,50,100,100,1,100,1,100,50
2398,1,70,40,70,50,100,70,60,85,30,50,50,60,85,40,5,85,60,100,100
2399,0,20,100,100,80,50,40,10,50,100,1,50,50,40,50,1,80,100,100,100
2400,0,15,100,85,50,100,40,30,70,100,30,50,100,50,100,1,85,100,100,100
2401,0,90,1,1,40,50,50,66,50,1,50,50,45,100,50,80,90,1,50,1
2402,0,70,2,1,69,86,86,97,61,2,17,85,15,98,98,99,98,2,99,3
2403,0,1,1,1,96,51,41,70,17,51,15,74,1,51,53,2,83,1,98,1
2404,0,79,95,92,90,93,41,75,51,91,51,51,90,72,92,16,85,90,97,95
2405,0,70,50,50,50,50,50,90,60,50,35,50,50,50,50,65,100,50,50,1
2406,0,15,40,70,60,50,30,40,60,85,30,30,50,40,70,1,40,70,85,70
2407,1,50,85,85,85,85,70,85,70,85,60,85,85,85,85,50,85,85,85,85
2408,0,40,42,50,51,70,42,51,50,30,41,31,51,50,52,15,52,40,52,41
2409,0,30,51,60,70,50,41,41,70,62,55,55,51,56,57,50,70,50,85,66
2410,0,52,41,33,39,60,26,61,52,53,51,51,39,84,84,1,89,51,59,1
2411,0,70,85,86,89,70,16,61,86,86,30,30,71,92,86,51,85,72,90,71
2412,0,50,50,1,50,70,50,85,40,70,50,50,50,70,50,50,85,50,50,15
2413,0,88,95,87,54,100,73,91,81,91,62,84,83,91,88,89,100,90,99,9
2414,0,50,15,30,40,85,70,70,70,85,50,60,50,85,85,50,100,85,85,1
2415,0,40,70,85,70,100,30,70,100,100,70,85,100,100,40,40,100,100,100,100
2416,0,60,51,16,17,58,43,60,73,51,50,45,40,75,50,43,69,50,77,41
2417,0,40,60,50,40,60,50,85,60,70,40,50,50,100,70,50,100,50,85,60
2418,0,40,60,75,60,50,45,30,60,75,40,50,40,75,60,1,20,50,85,50
2419,0,15,70,15,85,85,85,60,30,50,15,15,50,50,50,85,1,70,20,50
2420,0,51,57,50,32,84,50,49,41,83,32,84,50,52,84,31,85,83,70,12
2421,0,40,40,70,60,50,40,30,60,70,60,30,60,50,50,50,70,40,70,50
2422,0,85,24,1,70,85,85,91,5,15,68,85,15,90,91,90,91,5,85,1
2423,0,56,42,45,54,85,50,53,60,50,51,50,67,88,85,49,69,59,81,62
2424,0,50,1,85,100,100,85,1,100,1,85,1,70,100,30,60,85,1,100,999
2425,0,50,60,70,85,85,85,70,85,85,85,85,70,85,85,50,85,85,85,70
2426,0,30,70,70,60,60,40,30,60,70,40,40,60,50,70,15,60,70,70,40
2427,0,100,70,30,70,70,60,100,85,60,60,70,1,100,85,100,85,70,100,85
2428,0,60,70,70,85,70,50,40,70,100,50,70,100,100,100,50,100,70,100,70
2429,0,85,70,50,85,85,70,70,85,50,30,60,1,100,85,50,100,1,60,1
2430,0,100,38,2,70,65,39,91,41,61,40,82,1,98,42,61,71,40,40,15
2431,0,16,50,50,40,50,50,60,50,51,30,50,50,50,51,1,70,50,50,50
2432,0,70,60,60,85,100,40,60,100,60,70,50,85,100,85,60,85,60,85,100
2433,0,15,70,60,60,50,30,40,60,50,30,15,40,50,50,15,60,50,85,70
2434,0,1,100,30,100,100,1,1,15,100,1,40,100,15,100,1,30,100,30,70
2435,0,100,70,50,85,85,50,60,30,85,40,40,70,100,50,70,60,50,100,85
2436,0,60,70,50,50,85,999,30,70,85,30,40,85,50,85,60,50,70,85,40
2437,0,70,1,29,61,71,60,89,14,38,13,70,40,90,84,85,92,3,71,2
2438,0,85,40,60,40,70,40,60,60,50,15,60,40,100,85,60,85,50,70,40
2439,0,1,100,100,100,100,85,1,40,100,1,30,100,30,100,1,15,100,100,100
2440,0,85,100,100,85,100,100,100,100,1,100,70,0,100,85,50,100,1,100,85
2441,0,1,1,1,50,40,1,1,40,50,40,50,50,50,50,1,100,50,40,1
2442,0,40,70,60,40,85,30,40,70,70,30,50,85,85,85,1,60,70,85,70
2443,0,40,85,85,70,85,60,60,70,85,40,70,85,85,100,30,85,85,85,85
2444,0,85,40,40,15,50,60,70,60,15,60,50,15,85,50,50,85,15,85,50
2445,0,15,85,100,85,85,1,1,30,85,1,40,70,40,70,1,85,85,100,85
2446,0,1,100,85,85,100,40,1,70,85,15,30,60,40,70,1,70,70,100,85
2447,1,70,1,15,40,85,40,60,60,70,15,40,40,60,30,30,60,60,60,70
2448,0,40,50,85,85,50,40,30,30,50,15,50,100,85,100,70,40,50,100,100
2449,0,1,85,70,50,70,1,30,40,85,40,70,70,40,50,50,30,60,100,15
2450,0,65,61,50,50,71,64,41,71,33,72,60,72,99,99,0,80,18,70,99
2451,0,70,85,85,70,85,72,70,70,70,70,70,60,100,85,70,70,60,85,85
2452,1,60,50,50,60,100,50,1,70,50,70,50,50,100,50,50,100,50,1,70
2453,0,100,15,1,15,50,15,100,15,50,15,50,1,100,100,85,100,50,50,1
2454,0,1,100,100,100,71,1,16,71,100,1,70,85,86,100,1,85,100,100,92
2455,0,60,60,15,60,85,50,70,40,60,30,60,60,100,85,60,100,60,85,1
2456,0,54,31,3,37,66,65,75,70,50,67,73,40,51,60,59,71,50,92,16
2457,0,1,50,60,60,70,40,30,70,50,30,60,50,50,50,1,70,50,70,60
2458,0,2,15,45,40,50,40,15,70,50,15,45,50,45,50,10,50,40,85,15
2459,0,59,50,40,61,100,31,41,41,51,30,41,100,100,61,30,31,70,70,85
2460,0,60,50,15,100,100,70,100,70,50,70,40,50,85,85,70,100,50,60,1
2461,0,56,49,45,54,50,42,44,78,93,46,27,50,88,73,45,90,78,33,69
2462,0,85,85,50,85,100,50,85,1,50,1,50,50,100,50,85,85,50,100,85
2463,0,85,70,60,100,85,60,50,60,70,70,50,70,100,85,50,100,1,100,85
2464,0,1,60,60,70,60,1,15,40,60,40,15,50,30,50,50,60,50,85,85
2465,0,50,15,10,25,50,75,85,65,50,30,50,50,100,85,50,85,50,50,0
2466,0,85,60,30,60,15,60,85,100,1,70,60,30,100,1,998,50,70,85,1
2467,0,49,60,51,51,60,62,48,48,91,50,49,71,83,49,51,23,95,66,100
2468,0,50,30,1,100,40,40,50,70,40,15,40,30,85,70,50,100,30,100,1
2469,0,54,100,50,84,100,55,52,43,97,50,15,96,53,95,61,82,90,80,100
2470,0,85,31,14,31,84,29,42,29,59,46,32,60,85,87,69,86,61,39,70
2471,0,31,69,87,76,72,49,42,48,80,17,53,85,50,83,22,61,80,100,49
2472,0,16,87,58,71,72,64,84,69,82,38,42,40,79,42,76,91,82,85,78
2473,0,50,50,50,50,50,50,50,50,50,60,50,85,50,50,50,70,50,85,85
2474,0,85,40,15,50,100,85,85,40,40,50,85,50,100,85,60,100,40,85,1
2475,0,1,92,86,100,85,1,43,40,100,8,17,100,53,100,11,22,95,99,89
2476,0,1,51,71,78,85,40,71,41,100,30,70,51,51,100,31,77,100,100,41
2477,0,30,85,75,70,95,30,40,90,90,40,30,90,60,95,10,70,98,90,90
2478,0,30,60,40,50,60,30,40,50,60,30,50,50,60,60,1,60,50,85,50
2479,0,49,16,16,32,0,0,69,84,62,62,0,50,70,0,70,70,0,72,0
2480,0,100,15,1,50,100,1,86,40,40,62,100,100,100,100,62,85,1,18,100
2481,0,60,15,40,15,85,85,85,70,50,30,70,60,85,85,60,0,50,70,1
2482,0,85,54,25,73,60,42,51,52,55,29,64,53,92,54,40,84,23,81,1
2483,0,70,87,83,83,98,61,17,40,84,32,99,15,59,99,39,100,70,69,39
2484,0,85,18,30,41,91,61,98,71,40,61,75,70,100,98,71,86,40,86,41
2485,0,1,100,70,40,70,30,1,50,85,15,70,70,50,85,1,40,50,50,100
2486,0,60,85,60,70,100,85,60,85,70,50,60,70,70,85,70,100,70,85,85
2487,0,100,40,29,30,61,50,86,69,50,61,51,51,100,94,61,84,52,32,1
2488,0,52,50,40,50,73,50,61,49,51,41,51,51,87,50,51,85,51,82,60
2489,0,0,70,60,50,85,50,40,70,100,15,70,70,100,85,50,85,50,85,15
2490,0,15,80,75,60,74,61,16,70,85,60,75,80,70,85,70,80,80,95,40
2491,0,70,1,1,40,85,15,50,30,1,15,30,40,85,85,30,100,40,40,1
2492,0,70,40,40,40,100,15,100,40,50,40,100,50,100,100,100,50,15,100,30
2493,0,70,70,65,80,85,55,70,65,50,65,50,50,80,50,75,75,50,85,50
2494,0,49,82,75,60,70,50,51,50,94,50,73,98,87,100,50,69,86,58,50
2495,0,93,50,2,41,79,52,77,31,7,51,65,1,99,92,78,70,5,32,1
2496,0,60,50,20,40,60,85,100,40,50,40,60,50,100,70,80,90,50,85,50
2497,0,30,85,40,50,60,85,60,60,100,50,85,30,60,100,60,85,100,100,15
2498,0,1,100,100,100,100,85,100,50,100,85,100,100,100,100,100,100,100,100,100
2499,0,1,50,51,30,69,70,65,50,50,32,41,0,51,50,17,71,0,85,50
2500,0,50,85,85,70,100,50,85,100,50,1,50,100,100,100,50,100,50,100,85
2501,0,60,30,15,40,85,70,70,40,40,60,70,15,100,70,60,85,40,70,30
2502,0,43,75,48,7,12,40,77,56,48,72,23,50,100,50,62,100,19,100,73
2503,0,50,60,60,100,50,60,60,100,50,90,70,60,60,50,80,100,50,70,1
2504,0,100,40,50,50,100,60,70,60,50,70,85,15,100,70,85,85,40,85,1
2505,0,62,87,51,71,72,52,61,62,62,60,60,61,72,62,50,70,61,87,50
2506,2,17,85,61,50,90,31,17,31,87,41,40,86,16,87,30,41,87,100,88
2507,0,50,51,30,40,85,60,70,70,50,30,60,40,100,85,50,85,50,85,50
2508,0,50,60,30,60,60,70,85,50,60,70,70,40,100,50,998,85,30,100,15
2509,0,40,50,15,30,50,40,40,50,50,30,50,30,50,50,40,60,50,100,15
2510,4,14,29,26,23,67,74,71,64,98,29,51,78,51,73,26,76,68,79,32
2511,0,40,30,60,50,85,15,60,40,40,40,50,40,100,85,70,85,40,70,30
2512,0,60,50,60,50,50,40,60,50,70,30,50,50,70,50,50,60,50,70,85
2513,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,85,50
2514,0,70,50,40,50,100,70,85,70,40,30,50,50,100,100,85,100,40,85,1
2515,0,50,40,50,70,60,40,50,40,60,40,60,60,60,100,1,50,60,85,40
2516,0,70,30,60,70,100,1,60,85,100,30,1,100,70,100,50,85,100,100,60
2517,0,99,1,51,37,87,24,99,87,1,52,52,1,99,99,52,94,1,74,1
2518,0,1,70,60,70,85,40,30,85,85,15,85,85,85,85,30,85,85,100,70
2519,0,17,31,66,64,62,46,39,65,62,55,60,63,50,62,31,84,64,80,100
2520,0,50,50,50,15,75,45,60,50,50,20,50,5,50,85,50,95,50,80,1
2521,0,100,40,15,60,70,60,100,60,40,40,30,15,100,100,50,85,15,40,15
2522,0,100,30,1,1,85,60,100,70,1,60,70,50,100,70,60,85,1,30,1
2523,0,50,50,50,70,100,70,60,60,1,70,85,1,70,70,50,100,1,50,1
2524,0,1,60,70,60,70,50,40,60,60,30,50,50,60,50,1,50,60,80,60
2525,0,50,95,85,70,100,40,50,60,50,40,60,80,100,70,1,60,50,80,80
2526,0,100,15,1,30,100,50,85,30,50,30,100,50,100,100,50,100,50,50,30
2527,0,100,1,50,50,70,50,50,100,60,50,50,1,100,100,70,100,1,85,15
2528,0,100,100,1,100,100,84,1,70,100,1,1,85,85,85,1,100,100,100,100
2529,0,70,50,30,60,50,40,70,60,50,60,50,50,100,50,50,100,15,50,50
2530,0,30,50,70,70,100,15,50,50,1,50,15,30,50,50,70,15,1,60,100
2531,0,35,95,90,50,100,15,40,60,100,65,50,100,50,80,1,95,100,100,95
2532,0,60,50,40,60,50,50,60,60,50,50,60,60,70,60,40,60,40,70,60
2533,0,40,75,40,60,50,60,65,50,80,65,40,30,90,80,50,90,80,85,40
2534,0,50,100,1,85,100,85,30,85,1,100,15,85,100,100,100,100,15,70,60
2535,0,30,50,60,50,50,57,38,59,50,51,50,46,40,50,59,82,50,82,49
2536,0,14,98,85,61,81,72,39,68,72,38,71,62,59,79,38,98,63,92,6
2537,0,15,100,98,52,100,40,44,100,100,18,50,99,50,100,40,85,87,100,100
2538,0,0,69,50,99,97,15,47,50,84,14,86,0,83,91,0,71,87,98,76
2539,0,60,40,15,30,70,60,85,50,60,30,85,30,60,85,70,100,40,60,15
2540,0,30,85,70,70,50,40,30,70,70,40,50,60,15,70,15,60,50,100,40
2541,0,20,1,10,30,80,80,100,85,100,80,100,80,100,100,80,100,50,80,1
2542,0,0,0,0,0,82,0,0,0,86,55,18,70,74,73,0,51,78,77,70
2543,0,1,30,42,1,70,50,31,40,60,40,50,51,50,71,1,70,71,71,16
2544,0,50,100,85,100,0,60,30,70,0,60,0,0,100,0,15,100,0,100,100
2545,0,100,50,1,70,85,70,100,30,1,30,50,1,100,85,85,85,1,30,1
2546,0,59,70,85,90,32,30,56,55,70,15,54,77,75,85,17,60,78,85,75
2547,0,50,50,50,60,50,50,50,70,50,50,50,50,85,50,0,100,50,80,50
2548,0,30,40,30,60,80,40,30,75,50,20,70,75,70,75,60,80,60,85,70
2549,0,40,40,30,40,60,30,60,40,60,40,40,40,85,60,40,70,60,60,60
2550,0,92,73,30,62,51,62,70,34,14,71,71,32,100,70,61,97,15,63,16
2551,0,30,70,70,60,70,15,40,85,85,15,50,85,30,50,15,70,50,100,70
2552,0,30,90,100,70,85,40,15,80,90,40,50,90,70,90,50,70,85,90,60
2553,0,40,70,85,70,70,40,40,70,85,40,70,40,60,100,30,70,50,85,60
2554,0,50,85,60,65,71,30,69,86,89,51,45,84,100,89,52,85,85,92,50
2555,0,70,70,60,100,85,70,70,70,60,60,85,30,100,85,85,100,70,70,1
2556,0,5,70,60,60,85,5,30,55,85,5,40,85,40,85,10,60,50,100,70
2557,0,85,50,50,70,100,85,50,85,50,70,100,50,85,85,50,85,50,85,50
2558,0,55,85,90,82,81,50,35,34,51,58,50,53,60,55,13,4,50,77,91
2559,0,50,50,60,77,85,70,75,0,85,60,90,60,100,95,50,95,87,100,10
2560,0,15,85,85,85,85,50,40,40,85,30,60,70,85,70,15,70,60,70,85
2561,0,70,71,62,76,94,75,74,61,100,57,85,87,98,100,80,85,85,86,40
2562,0,60,70,40,15,70,15,70,70,85,15,70,60,70,70,40,100,85,85,15
2563,0,70,60,60,60,70,50,40,85,50,50,50,60,60,60,50,85,50,85,50
2564,0,70,42,1,42,69,71,100,62,51,60,72,50,83,71,85,92,51,70,1
2565,0,30,50,30,50,50,30,85,70,50,70,50,50,60,85,50,85,50,50,15
2566,0,60,50,50,50,100,70,50,70,85,50,50,50,50,60,50,85,85,70,50
2567,0,85,50,1,30,60,70,60,60,30,1,60,50,10,85,50,30,30,30,30
2568,0,40,70,40,50,50,40,50,70,50,30,50,50,70,50,50,85,50,85,40
2569,0,50,50,50,50,100,50,50,50,100,50,100,100,100,100,50,100,100,100,50
2570,0,70,60,100,70,70,85,70,70,60,70,70,70,100,100,60,70,60,70,70
2571,0,1,64,79,60,60,61,5,61,100,10,61,41,29,100,4,70,71,90,61
2572,0,36,47,30,25,64,28,30,50,60,50,1,23,66,45,2,40,60,30,59
2573,0,1,100,60,60,60,1,1,14,100,10,38,100,34,100,47,10,100,97,100
2574,0,42,62,61,62,71,62,61,62,63,42,72,43,61,72,62,72,63,72,18
2575,0,100,50,60,40,100,70,50,70,15,70,70,60,100,85,85,100,16,85,85
2576,0,0,16,40,50,97,41,86,44,3,29,39,50,100,52,52,85,1,85,39
2577,0,70,50,30,60,85,60,70,85,40,70,60,50,100,100,70,85,30,85,40
2578,0,50,50,50,85,100,50,50,50,100,70,85,60,100,100,85,100,100,85,30
2579,0,50,50,50,50,50,70,50,50,15,50,50,15,85,50,50,100,15,50,15
2580,0,2,100,90,90,95,10,30,80,90,45,15,85,60,85,10,75,90,100,90
2581,0,15,85,100,70,85,30,1,40,85,40,40,85,85,85,1,60,85,85,60
2582,0,70,40,15,40,70,70,85,30,70,40,50,30,100,50,70,85,50,50,1
2583,0,70,50,50,60,100,85,70,60,70,60,70,50,100,100,50,100,70,60,70
2584,0,40,60,85,15,60,30,60,50,60,30,60,50,60,60,30,60,60,50,70
2585,0,40,1,40,1,40,40,40,60,60,60,40,60,70,50,85,60,60,50,15
2586,0,53,62,85,53,63,54,41,64,94,61,73,85,85,90,71,71,72,96,32
2587,0,50,30,30,85,70,15,85,40,50,15,40,50,100,30,30,1,50,85,50
2588,0,1,100,100,70,100,40,40,60,100,40,60,100,100,100,15,100,100,100,60
2589,0,85,30,50,70,85,70,60,60,1,60,50,1,100,85,60,70,1,70,70
2590,0,60,85,85,85,85,60,15,70,85,30,50,85,100,100,15,100,85,100,70
2591,0,70,70,1,30,60,70,100,70,50,50,50,50,85,50,85,100,50,70,1
2592,0,60,30,1,50,60,50,50,50,15,40,30,15,100,100,50,60,1,40,60
2593,0,1,50,50,50,60,30,65,75,1,30,60,1,75,50,50,75,45,100,1
2594,0,60,50,1,85,30,70,85,70,50,60,60,1,85,50,50,85,30,60,1
2595,0,50,32,50,98,85,52,71,42,95,60,51,3,71,72,69,86,70,98,50
2596,0,1,50,9,60,50,9,50,60,50,60,50,50,50,50,50,85,50,60,50
2597,0,2,85,85,84,86,50,15,31,70,16,51,30,0,69,1,50,70,99,85
2598,0,46,62,32,71,65,45,71,66,53,60,60,59,65,65,56,42,53,75,51
2599,0,50,70,60,60,85,70,85,85,30,50,85,85,100,100,70,99,15,100,40
2600,0,70,51,84,39,92,74,86,92,80,30,87,65,77,93,90,93,79,92,16
2601,0,70,85,100,100,100,40,70,40,70,30,85,70,100,70,70,60,60,85,100
2602,0,15,70,85,70,70,30,30,70,85,50,40,85,70,50,15,70,100,100,100
2603,0,51,34,53,1,62,43,51,52,69,28,32,51,78,54,66,70,63,74,62
2604,0,85,60,70,50,60,50,85,60,70,60,70,50,85,85,60,85,50,50,50
2605,0,1,100,85,85,100,50,15,100,100,15,50,100,100,100,1,85,100,100,70
2606,0,40,16,42,15,90,69,93,49,60,31,53,65,84,71,46,95,41,49,30
2607,0,100,99,98,100,98,98,97,85,99,84,86,98,97,99,86,98,100,100,100
2608,0,1,100,75,85,85,1,1,45,100,40,30,100,30,100,1,51,100,100,100
2609,0,1,100,100,85,85,30,30,60,100,40,60,100,30,100,1,40,100,100,100
2610,0,1,50,70,100,50,60,40,50,100,40,50,50,30,50,50,40,100,100,85
2611,0,40,40,60,60,60,40,50,70,85,30,60,60,85,60,15,85,60,60,60
2612,0,60,70,50,60,85,60,50,60,50,60,40,50,70,50,50,60,40,60,100
2613,0,60,70,70,85,85,70,40,85,60,40,60,70,85,85,30,70,50,85,70
2614,0,85,100,100,85,100,60,70,70,100,70,100,100,100,100,70,100,100,85,100
